"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"2 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250107,2025-01-07,342603,CBT ,00,342 ,   44513,       0,     100,       0,     157,      60,       0,   33719,   21662,    8581,    2056,   14068,       0,   44513,   44471,       0,      42,    -129,       0,       0,       0,       0,       0,       0,    -129,     379,       0,       0,    -508,       0,    -129,    -129,       0,       0,  100.0,    0.0,    0.2,    0.0,    0.4,    0.1,    0.0,   75.8,   48.7,   19.3,    4.6,   31.6,    0.0,  100.0,   99.9,    0.0,    0.1,     23,      0,.,      0,.,.,      0,.,      7,.,      4,      7,      0,      7,     18,    98.9,    69.9,   100.0,    88.2,    79.7,    61.8,    80.7,    75.0,"(100,000 USD notional principal)","342603","CBT ","342 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250318,2025-03-18,343603,CBT ,00,343 ,  115410,    9534,    4572,   25017,     365,       0,       0,    6381,   65185,   18648,   55465,    1956,       0,  115410,  115378,       0,      32,    1837,    -330,      25,      48,       0,       0,       0,    -310,    1797,     -38,    2467,      10,       0,    1837,    1842,       0,      -5,  100.0,    8.3,    4.0,   21.7,    0.3,    0.0,    0.0,    5.5,   56.5,   16.2,   48.1,    1.7,    0.0,  100.0,  100.0,    0.0,    0.0,     36,      4,.,.,.,      0,      0,.,.,.,     16,      6,      0,     28,     13,    56.8,    97.8,    78.9,    99.5,    35.5,    60.7,    49.3,    61.9,"(100,000 USD notional principal)","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250311,2025-03-11,343603,CBT ,00,343 ,  113573,    9864,    4547,   24969,     365,       0,       0,    6691,   63388,   18686,   52998,    1946,       0,  113573,  113536,       0,      37,   -1138,     -20,       0,       0,      10,       0,       0,      20,   -1008,    -164,    -973,      40,       0,   -1127,   -1132,     -11,      -6,  100.0,    8.7,    4.0,   22.0,    0.3,    0.0,    0.0,    5.9,   55.8,   16.5,   46.7,    1.7,    0.0,  100.0,  100.0,    0.0,    0.0,     37,      4,.,.,.,      0,      0,.,      4,.,     16,      6,      0,     29,     13,    55.4,    97.7,    78.1,    99.5,    33.6,    60.0,    48.1,    61.3,"(100,000 USD notional principal)","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250304,2025-03-04,343603,CBT ,00,343 ,  114711,    9884,    4547,   24969,     355,       0,       0,    6671,   64396,   18850,   53971,    1906,       0,  114700,  114668,      11,      43,    8175,     565,       0,       0,      -5,       0,       0,     265,    7484,     210,    7140,     470,       0,    8175,    8164,       0,      11,  100.0,    8.6,    4.0,   21.8,    0.3,    0.0,    0.0,    5.8,   56.1,   16.4,   47.0,    1.7,    0.0,  100.0,  100.0,    0.0,    0.0,     36,      4,.,.,.,      0,      0,.,.,.,     16,      6,      0,     28,     12,    55.8,    97.8,    78.3,    99.6,    34.3,    60.3,    48.6,    61.5,"(100,000 USD notional principal)","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250225,2025-02-25,343603,CBT ,00,343 ,  106536,    9319,    4547,   24969,     360,       0,       0,    6406,   56912,   18640,   46831,    1436,       0,  106525,  106504,      11,      32,    3938,     220,     130,       0,       0,       0,       0,       0,    3809,     -11,    3718,      10,       0,    3927,    3938,      11,       0,  100.0,    8.7,    4.3,   23.4,    0.3,    0.0,    0.0,    6.0,   53.4,   17.5,   44.0,    1.3,    0.0,  100.0,  100.0,    0.0,    0.0,     34,      4,.,.,.,      0,      0,.,.,.,     15,      5,      0,     27,     11,    57.4,    98.2,    79.5,    99.7,    32.1,    58.0,    47.4,    58.9,"(100,000 USD notional principal)","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250218,2025-02-18,343603,CBT ,00,343 ,  102598,    9099,    4417,   24969,     360,       0,       0,    6406,   53103,   18651,   43113,    1426,       0,  102598,  102566,       0,      32,     -75,       0,       0,       0,       0,       0,       0,    -100,     420,      11,      25,    -495,       0,     -64,     -64,     -11,     -11,  100.0,    8.9,    4.3,   24.3,    0.4,    0.0,    0.0,    6.2,   51.8,   18.2,   42.0,    1.4,    0.0,  100.0,  100.0,    0.0,    0.0,     34,      4,.,.,.,      0,      0,.,      4,.,     15,      5,      0,     28,     11,    56.6,    98.1,    79.0,    99.7,    30.1,    56.4,    45.7,    57.3,"(100,000 USD notional principal)","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250211,2025-02-11,343603,CBT ,00,343 ,  102673,    9099,    4417,   24969,     360,       0,       0,    6506,   52683,   18640,   43088,    1921,       0,  102662,  102630,      11,      43,   -1522,    -690,       0,       0,       0,       0,       0,      65,   -1614,       0,    -897,      81,       0,   -1522,   -1533,       0,      11,  100.0,    8.9,    4.3,   24.3,    0.4,    0.0,    0.0,    6.3,   51.3,   18.2,   42.0,    1.9,    0.0,  100.0,  100.0,    0.0,    0.0,     35,      4,.,.,.,      0,      0,      4,.,.,     15,      6,      0,     28,     11,    56.9,    97.8,    78.9,    99.7,    30.1,    56.1,    45.6,    57.3,"(100,000 USD notional principal)","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250204,2025-02-04,343603,CBT ,00,343 ,  104195,    9789,    4417,   24969,     360,       0,       0,    6441,   54297,   18640,   43985,    1840,       0,  104184,  104163,      11,      32,    2570,       0,       0,       0,       0,       0,       0,      25,    2570,       0,    2545,       0,       0,    2570,    2570,       0,       0,  100.0,    9.4,    4.2,   24.0,    0.3,    0.0,    0.0,    6.2,   52.1,   17.9,   42.2,    1.8,    0.0,  100.0,  100.0,    0.0,    0.0,     33,      4,.,.,.,      0,      0,.,.,.,     14,      6,      0,     26,     11,    57.7,    97.9,    79.8,    99.7,    31.2,    56.8,    47.0,    58.0,"(100,000 USD notional principal)","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250128,2025-01-28,343603,CBT ,00,343 ,  101625,    9789,    4417,   24969,     360,       0,       0,    6416,   51727,   18640,   41440,    1840,       0,  101614,  101593,      11,      32,    3335,     375,       0,       0,       0,       0,       0,     100,    3488,       0,    2860,    -153,       0,    3335,    3335,       0,       0,  100.0,    9.6,    4.3,   24.6,    0.4,    0.0,    0.0,    6.3,   50.9,   18.3,   40.8,    1.8,    0.0,  100.0,  100.0,    0.0,    0.0,     32,      4,.,.,.,      0,      0,.,.,.,     13,      6,      0,     25,     11,    57.2,    97.9,    79.6,    99.7,    29.7,    55.7,    46.0,    56.9,"(100,000 USD notional principal)","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250121,2025-01-21,343603,CBT ,00,343 ,   98290,    9414,    4417,   24969,     360,       0,       0,    6316,   48239,   18640,   38580,    1993,       0,   98279,   98258,      11,      32,    1370,    -640,       0,       0,       0,       0,       0,    -110,    1349,      50,    2070,     -30,       0,    1370,    1369,       0,       1,  100.0,    9.6,    4.5,   25.4,    0.4,    0.0,    0.0,    6.4,   49.1,   19.0,   39.3,    2.0,    0.0,  100.0,  100.0,    0.0,    0.0,     32,      4,.,.,.,      0,      0,.,.,.,     13,      6,      0,     25,     11,    56.9,    97.9,    79.0,    99.8,    27.7,    54.4,    44.2,    55.5,"(100,000 USD notional principal)","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250114,2025-01-14,343603,CBT ,00,343 ,   96920,   10054,    4417,   24969,     360,       0,       0,    6426,   46890,   18590,   36510,    2023,       0,   96909,   96889,      11,      31,   -3834,   -1265,       0,       0,       0,       0,       0,     -23,   -3933,       0,   -2546,      99,       0,   -3834,   -3834,       0,       0,  100.0,   10.4,    4.6,   25.8,    0.4,    0.0,    0.0,    6.6,   48.4,   19.2,   37.7,    2.1,    0.0,  100.0,  100.0,    0.0,    0.0,     33,      4,.,.,.,      0,      0,      4,.,.,     13,      6,      0,     26,     11,    57.1,    97.8,    79.5,    99.8,    27.4,    53.7,    44.2,    54.9,"(100,000 USD notional principal)","343603","CBT ","343 ","F50","FutOnly"
"10 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250107,2025-01-07,343603,CBT ,00,343 ,  100754,   11319,    4417,   24969,     360,       0,       0,    6449,   50823,   18590,   39056,    1924,       0,  100743,  100723,      11,      31,    -292,       0,       0,       0,      50,       0,       0,     200,    -292,       0,    -542,       0,       0,    -292,    -292,       0,       0,  100.0,   11.2,    4.4,   24.8,    0.4,    0.0,    0.0,    6.4,   50.4,   18.5,   38.8,    1.9,    0.0,  100.0,  100.0,    0.0,    0.0,     31,.,.,.,.,      0,      0,.,.,.,     13,      6,      0,     24,     11,    56.7,    98.0,    80.2,    99.8,    29.7,    55.6,    46.2,    56.7,"(100,000 USD notional principal)","343603","CBT ","343 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250318,2025-03-18,344605,CBT ,00,344 ,   61648,   12867,   12147,    1618,      65,      40,       0,    2385,   31488,    9986,   34717,    6308,       0,   61638,   61587,      10,      61,    1849,    -130,       0,       0,       0,       0,       0,   -1122,    9262,   -7623,   10724,     210,       0,    1849,    1849,       0,       0,  100.0,   20.9,   19.7,    2.6,    0.1,    0.1,    0.0,    3.9,   51.1,   16.2,   56.3,   10.2,    0.0,  100.0,   99.9,    0.0,    0.1,     40,      5,.,.,.,.,      0,      4,      8,.,     11,      9,      0,     22,     21,    57.3,    75.9,    79.2,    90.6,    52.6,    64.5,    68.0,    75.3,"(100,000 USD notional principal)","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250311,2025-03-11,344605,CBT ,00,344 ,   59799,   12997,   12147,    1618,      65,      40,       0,    3507,   22226,   17609,   23993,    6098,       0,   59789,   59738,      10,      61,    6058,      75,       0,       0,       0,       0,       0,   -2105,    -973,    6908,    1180,     119,       0,    6058,    6054,       0,       4,  100.0,   21.7,   20.3,    2.7,    0.1,    0.1,    0.0,    5.9,   37.2,   29.4,   40.1,   10.2,    0.0,  100.0,   99.9,    0.0,    0.1,     39,      5,.,.,.,.,      0,      4,      8,.,     10,      9,      0,     21,     22,    61.0,    74.8,    80.4,    90.0,    41.0,    51.2,    54.3,    61.9,"(100,000 USD notional principal)","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250304,2025-03-04,344605,CBT ,00,344 ,   53741,   12922,   12147,    1618,      65,      40,       0,    5612,   23199,   10701,   22813,    5979,       0,   53731,   53684,      10,      57,     998,    -160,       0,       0,       0,       1,       0,     525,     672,     643,     -10,    -318,       0,     998,     998,       0,       0,  100.0,   24.0,   22.6,    3.0,    0.1,    0.1,    0.0,   10.4,   43.2,   19.9,   42.4,   11.1,    0.0,  100.0,   99.9,    0.0,    0.1,     40,      5,.,.,.,.,      0,      4,      8,      4,     11,      9,      0,     23,     22,    55.1,    74.0,    77.1,    89.8,    42.8,    61.0,    60.7,    71.1,"(100,000 USD notional principal)","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250225,2025-02-25,344605,CBT ,00,344 ,   52743,   13082,   12147,    1618,      65,      39,       0,    5087,   22527,   10058,   22823,    6297,       0,   52733,   52686,      10,      57,    1972,     790,     690,       0,       0,       0,       0,    -666,    1745,       0,    1848,    -463,       0,    1972,    1972,       0,       0,  100.0,   24.8,   23.0,    3.1,    0.1,    0.1,    0.0,    9.6,   42.7,   19.1,   43.3,   11.9,    0.0,  100.0,   99.9,    0.0,    0.1,     39,      5,.,.,.,.,      0,.,      9,.,     11,      8,      0,     22,     21,    54.7,    75.2,    76.7,    91.1,    43.9,    62.0,    61.3,    72.4,"(100,000 USD notional principal)","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250218,2025-02-18,344605,CBT ,00,344 ,   50771,   12292,   11457,    1618,      65,      39,       0,    5753,   20782,   10058,   20975,    6760,       0,   50761,   50714,      10,      57,    -731,       0,       0,       0,       0,       0,       0,    -831,    -613,       0,     100,    -118,       0,    -731,    -731,       0,       0,  100.0,   24.2,   22.6,    3.2,    0.1,    0.1,    0.0,   11.3,   40.9,   19.8,   41.3,   13.3,    0.0,  100.0,   99.9,    0.0,    0.1,     38,      5,.,.,.,.,      0,.,      9,.,     10,      8,      0,     21,     21,    57.3,    73.1,    79.6,    90.9,    43.4,    59.4,    62.6,    71.4,"(100,000 USD notional principal)","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250211,2025-02-11,344605,CBT ,00,344 ,   51502,   12292,   11457,    1618,      65,      39,       0,    6584,   21395,   10058,   20875,    6878,       0,   51492,   51445,      10,      57,    -567,      50,       0,       0,       0,       0,       0,   -1012,    -259,       0,     395,    -308,       0,    -567,    -567,       0,       0,  100.0,   23.9,   22.2,    3.1,    0.1,    0.1,    0.0,   12.8,   41.5,   19.5,   40.5,   13.4,    0.0,  100.0,   99.9,    0.0,    0.1,     39,      5,.,.,.,.,      0,.,     10,.,     10,      8,      0,     21,     22,    55.9,    73.3,    79.2,    90.9,    43.3,    59.8,    63.3,    71.7,"(100,000 USD notional principal)","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250204,2025-02-04,344605,CBT ,00,344 ,   52069,   12242,   11457,    1618,      65,      39,       0,    7596,   21654,   10058,   20480,    7186,       0,   52059,   52012,      10,      57,     296,       0,       0,       0,       0,       0,       0,     176,     -86,       0,     120,     382,       0,     296,     296,       0,       0,  100.0,   23.5,   22.0,    3.1,    0.1,    0.1,    0.0,   14.6,   41.6,   19.3,   39.3,   13.8,    0.0,  100.0,   99.9,    0.0,    0.1,     38,      5,.,.,.,.,      0,.,      9,.,     10,      8,      0,     21,     21,    59.4,    73.0,    81.2,    91.0,    45.5,    59.6,    64.6,    72.0,"(100,000 USD notional principal)","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250128,2025-01-28,344605,CBT ,00,344 ,   51773,   12242,   11457,    1618,      65,      39,       0,    7420,   21740,   10058,   20360,    6804,       0,   51763,   51716,      10,      57,     733,       0,       0,       0,       0,       0,       0,     693,     893,       0,      40,    -160,       0,     733,     733,       0,       0,  100.0,   23.6,   22.1,    3.1,    0.1,    0.1,    0.0,   14.3,   42.0,   19.4,   39.3,   13.1,    0.0,  100.0,   99.9,    0.0,    0.1,     37,      5,.,.,.,.,      0,.,      9,.,      9,      8,      0,     20,     21,    57.6,    73.3,    80.4,    91.1,    43.6,    59.8,    64.6,    72.0,"(100,000 USD notional principal)","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250121,2025-01-21,344605,CBT ,00,344 ,   51040,   12242,   11457,    1618,      65,      39,       0,    6727,   20847,   10058,   20320,    6964,       0,   51030,   50983,      10,      57,     718,      40,     354,       0,       0,      -1,       0,     524,    1093,       0,     154,    -728,       0,     718,     718,       0,       0,  100.0,   24.0,   22.4,    3.2,    0.1,    0.1,    0.0,   13.2,   40.8,   19.7,   39.8,   13.6,    0.0,  100.0,   99.9,    0.0,    0.1,     37,      5,.,.,.,.,      0,.,      9,.,      9,      8,      0,     20,     21,    56.4,    76.9,    80.2,    91.5,    44.0,    62.3,    64.2,    71.8,"(100,000 USD notional principal)","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250114,2025-01-14,344605,CBT ,00,344 ,   50322,   12202,   11103,    1618,      65,      40,       0,    6203,   19754,   10058,   20166,    7692,       0,   50312,   50265,      10,      57,    6549,    4860,       0,       0,       0,       0,       0,    1839,    6197,       0,    -150,     352,       0,    6549,    6549,       0,       0,  100.0,   24.2,   22.1,    3.2,    0.1,    0.1,    0.0,   12.3,   39.3,   20.0,   40.1,   15.3,    0.0,  100.0,   99.9,    0.0,    0.1,     36,      5,.,.,.,.,      0,.,      9,.,      8,      8,      0,     19,     21,    57.1,    77.6,    80.3,    91.2,    43.8,    63.8,    64.0,    71.3,"(100,000 USD notional principal)","344605","CBT ","344 ","F50","FutOnly"
"5 YEAR ERIS SOFR SWAP - CHICAGO BOARD OF TRADE",250107,2025-01-07,344605,CBT ,00,344 ,   43773,    7342,   11103,    1618,      65,      40,       0,    4364,   13557,   10058,   20316,    7340,       0,   43763,   43716,      10,      57,   -3709,     180,     331,       0,       0,       0,       0,   -4264,   -3733,       0,     375,    -307,       0,   -3709,   -3709,       0,       0,  100.0,   16.8,   25.4,    3.7,    0.1,    0.1,    0.0,   10.0,   31.0,   23.0,   46.4,   16.8,    0.0,  100.0,   99.9,    0.0,    0.1,     35,      4,.,.,.,.,      0,.,      9,.,      8,      8,      0,     18,     21,    62.7,    74.3,    85.7,    90.0,    46.3,    57.8,    62.5,    67.0,"(100,000 USD notional principal)","344605","CBT ","344 ","F50","FutOnly"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",250318,2025-03-18,133741,CME ,00,133 ,   30213,   10537,    3058,     678,    7653,     693,     494,    3381,   21349,    1802,    4241,     618,     129,   28915,   28821,    1298,    1392,    1668,    -608,     255,       6,    -277,      97,     119,     834,     531,     583,     808,       8,      19,    1484,    1618,     184,      50,  100.0,   34.9,   10.1,    2.2,   25.3,    2.3,    1.6,   11.2,   70.7,    6.0,   14.0,    2.0,    0.4,   95.7,   95.4,    4.3,    4.6,    116,      9,      9,      5,      6,      8,      4,     24,     45,     18,      8,      7,.,     67,     78,    68.6,    26.1,    77.9,    45.6,    67.7,    24.1,    75.8,    43.2,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",250311,2025-03-11,133741,CME ,00,133 ,   28545,   11145,    2803,     672,    7930,     596,     375,    2547,   20818,    1219,    3433,     610,     110,   27431,   27203,    1114,    1342,     336,    -549,      23,     320,    -394,     163,     135,    -262,    -468,      79,    1050,      -3,      29,     408,     278,     -72,      58,  100.0,   39.0,    9.8,    2.4,   27.8,    2.1,    1.3,    8.9,   72.9,    4.3,   12.0,    2.1,    0.4,   96.1,   95.3,    3.9,    4.7,    122,      9,      8,      7,      7,      8,      4,     23,     47,     17,     10,      6,.,     70,     83,    72.7,    26.6,    80.7,    46.2,    71.8,    24.8,    79.5,    43.9,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",250304,2025-03-04,133741,CME ,00,133 ,   28209,   11694,    2780,     352,    8324,     433,     240,    2809,   21286,    1140,    2383,     613,      81,   27023,   26925,    1186,    1284,   -3851,    -532,     306,    -127,    -413,     -79,     -40,   -1040,   -1762,   -1883,     476,    -129,       2,   -3557,   -3712,    -294,    -139,  100.0,   41.5,    9.9,    1.2,   29.5,    1.5,    0.9,   10.0,   75.5,    4.0,    8.4,    2.2,    0.3,   95.8,   95.4,    4.2,    4.6,    116,      9,      9,.,      8,      5,      5,     23,     46,     16,      8,      6,.,     64,     78,    72.6,    28.5,    80.4,    47.1,    71.8,    26.6,    79.5,    45.1,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",250225,2025-02-25,133741,CME ,00,133 ,   32060,   12226,    2474,     479,    8737,     512,     280,    3849,   23048,    3023,    1907,     742,      79,   30580,   30637,    1480,    1423,   -1773,   -1441,    -776,     231,    -438,    -320,     -92,    -183,    -766,     413,     250,    -119,    -474,   -1734,   -1903,     -39,     130,  100.0,   38.1,    7.7,    1.5,   27.3,    1.6,    0.9,   12.0,   71.9,    9.4,    5.9,    2.3,    0.2,   95.4,   95.6,    4.6,    4.4,    127,     10,      8,.,      9,      4,      4,     20,     54,     17,     12,      9,.,     67,     87,    68.7,    26.5,    76.7,    45.0,    68.2,    23.3,    73.3,    41.6,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",250218,2025-02-18,133741,CME ,00,133 ,   33833,   13667,    3250,     248,    9175,     832,     372,    4032,   23814,    2610,    1657,     861,     553,   32314,   32540,    1519,    1293,     884,    -118,     -66,    -240,    -319,     146,     148,     671,     370,     -47,     180,     130,     537,     812,     978,      72,     -94,  100.0,   40.4,    9.6,    0.7,   27.1,    2.5,    1.1,   11.9,   70.4,    7.7,    4.9,    2.5,    1.6,   95.5,   96.2,    4.5,    3.8,    132,     10,      7,.,     10,      5,      6,     23,     57,     17,      8,     11,.,     69,     92,    72.5,    24.4,    78.5,    43.3,    70.6,    23.3,    74.7,    40.9,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
